Афины	2
Сергей	2
Латышев	1
Греция	3
Константинос	2
Стефанопулос	1
Караманлиса	1
Жака	1
Рогге	1
Иоанна	1
Цзян	2
Цзэминь	2
Сянган	1
Гонконг	1
Андрей	1
Бычков	1
Москва	2
Останин	1
Россия	1
Иркутск	2
Владимир	1
Ходий	1
Израиль	3
Сирия	4
Дамаск	2
Ирак	2
Моше	1
Яалон	1
Йозеф	1
Лапид	1
Дубай	3
Мэн	3
Оаэ	1
Сулейман	1
Тим	1
Крейн	2
Великобритания	2
Чечня	2
Ми	2
Потемкин	1
Лондон	1
Алексей	1
Суворин	1
Новгород	1
